Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET,Year,Month,Timestamp
24,20,0,0,0,2.7,65.14,5,0.0,2016,10,2016-10-24 20:00:00
24,20,30,0,0,2.6,65.13,4,0.0,2016,10,2016-10-24 20:30:00
24,21,0,0,0,2.5,63.24,4,0.0,2016,10,2016-10-24 21:00:00
24,21,30,0,0,2.5,67.87,4,0.0,2016,10,2016-10-24 21:30:00
24,22,0,0,0,2.5,65.55,4,0.0,2016,10,2016-10-24 22:00:00
24,22,30,0,0,2.4,65.53,3,0.0,2016,10,2016-10-24 22:30:00
24,23,0,0,0,2.3,63.06,3,0.0,2016,10,2016-10-24 23:00:00
24,23,30,0,0,2.1,67.73,3,0.0,2016,10,2016-10-24 23:30:00
25,0,0,0,0,2.0,64.9,3,0.0,2016,10,2016-10-25 00:00:00
25,0,30,0,0,1.9,64.9,3,0.0,2016,10,2016-10-25 00:30:00
25,1,0,0,0,1.9,62.16,3,0.0,2016,10,2016-10-25 01:00:00
25,1,30,0,0,1.8,62.16,3,0.0,2016,10,2016-10-25 01:30:00
25,2,0,0,0,1.7,60.17,3,0.0,2016,10,2016-10-25 02:00:00
25,2,30,0,0,1.6,60.17,3,0.0,2016,10,2016-10-25 02:30:00
25,3,0,0,0,1.6,59.3,3,0.0,2016,10,2016-10-25 03:00:00
25,3,30,0,0,1.6,59.31,3,0.0,2016,10,2016-10-25 03:30:00
25,4,0,0,0,1.6,56.08,3,0.0,2016,10,2016-10-25 04:00:00
25,4,30,0,0,1.5,56.09,3,0.0,2016,10,2016-10-25 04:30:00
25,5,0,0,0,1.5,57.84,4,0.0,2016,10,2016-10-25 05:00:00
25,5,30,0,0,1.5,57.84,4,0.0,2016,10,2016-10-25 05:30:00
25,6,0,0,0,1.5,54.52,4,0.0,2016,10,2016-10-25 06:00:00
25,6,30,0,0,1.3,50.81,5,0.0,2016,10,2016-10-25 06:30:00
25,7,0,12,0,1.2,53.48,6,1.126100271,2016,10,2016-10-25 07:00:00
25,7,30,26,0,1.5,46.59,8,2.439830289,2016,10,2016-10-25 07:30:00
25,8,0,110,36,1.9,40.48,10,11.26050765,2016,10,2016-10-25 08:00:00
25,8,30,133,383,1.8,37.85,12,25.52325627,2016,10,2016-10-25 08:30:00
25,9,0,184,288,1.7,29.01,14,28.90069898,2016,10,2016-10-25 09:00:00
25,9,30,66,922,1.6,27.17,15,48.69901917,2016,10,2016-10-25 09:30:00
25,10,0,67,949,1.5,22.76,16,54.42219779,2016,10,2016-10-25 10:00:00
25,10,30,69,964,1.6,21.33,17,58.73779542,2016,10,2016-10-25 10:30:00
25,11,0,70,973,1.7,18.96,18,61.73968779,2016,10,2016-10-25 11:00:00
25,11,30,71,977,1.9,18.95,18,63.14712748,2016,10,2016-10-25 11:30:00
25,12,0,73,972,2.2,17.74,19,62.9587768,2016,10,2016-10-25 12:00:00
25,12,30,72,966,2.4,17.74,19,61.4575243,2016,10,2016-10-25 12:30:00
25,13,0,209,509,2.6,18.12,19,47.28945381,2016,10,2016-10-25 13:00:00
25,13,30,191,509,2.8,18.12,18,43.72445974,2016,10,2016-10-25 13:30:00
25,14,0,137,621,3.0,18.5,18,41.47255624,2016,10,2016-10-25 14:00:00
25,14,30,65,871,3.0,19.71,17,41.19152107,2016,10,2016-10-25 14:30:00
25,15,0,62,811,3.1,22.1,17,33.21594182,2016,10,2016-10-25 15:00:00
25,15,30,93,410,2.7,25.15,15,19.51714063,2016,10,2016-10-25 15:30:00
25,16,0,61,378,2.3,35.52,14,12.66751416,2016,10,2016-10-25 16:00:00
25,16,30,36,243,1.9,40.55,11,5.817865007000001,2016,10,2016-10-25 16:30:00
25,17,0,0,0,1.6,48.29,9,0.0,2016,10,2016-10-25 17:00:00
25,17,30,0,0,1.5,51.71,8,0.0,2016,10,2016-10-25 17:30:00
25,18,0,0,0,1.4,51.99,8,0.0,2016,10,2016-10-25 18:00:00
25,18,30,0,0,1.2,55.68,8,0.0,2016,10,2016-10-25 18:30:00
25,19,0,0,0,1.2,56.19,8,0.0,2016,10,2016-10-25 19:00:00
25,19,30,0,0,1.2,56.18,8,0.0,2016,10,2016-10-25 19:30:00
25,20,0,0,0,1.2,58.45,8,0.0,2016,10,2016-10-25 20:00:00
25,20,30,0,0,1.2,58.43,7,0.0,2016,10,2016-10-25 20:30:00
25,21,0,0,0,1.3,58.86,7,0.0,2016,10,2016-10-25 21:00:00
25,21,30,0,0,1.3,63.07,7,0.0,2016,10,2016-10-25 21:30:00
25,22,0,0,0,1.4,61.71,7,0.0,2016,10,2016-10-25 22:00:00
25,22,30,0,0,1.3,61.69,7,0.0,2016,10,2016-10-25 22:30:00
25,23,0,0,0,1.3,61.51,7,0.0,2016,10,2016-10-25 23:00:00
25,23,30,0,0,1.2,61.5,7,0.0,2016,10,2016-10-25 23:30:00
26,0,0,0,0,1.2,61.43,7,0.0,2016,10,2016-10-26 00:00:00
26,0,30,0,0,1.2,61.42,7,0.0,2016,10,2016-10-26 00:30:00
26,1,0,0,0,1.2,62.18,7,0.0,2016,10,2016-10-26 01:00:00
26,1,30,0,0,1.2,62.16,7,0.0,2016,10,2016-10-26 01:30:00
26,2,0,0,0,1.2,63.15,7,0.0,2016,10,2016-10-26 02:00:00
26,2,30,0,0,1.1,63.13,7,0.0,2016,10,2016-10-26 02:30:00
26,3,0,0,0,1.1,63.85,7,0.0,2016,10,2016-10-26 03:00:00
26,3,30,0,0,1.1,63.84,7,0.0,2016,10,2016-10-26 03:30:00
26,4,0,0,0,1.1,64.48,7,0.0,2016,10,2016-10-26 04:00:00
26,4,30,0,0,1.1,64.47,7,0.0,2016,10,2016-10-26 04:30:00
26,5,0,0,0,1.1,64.77,7,0.0,2016,10,2016-10-26 05:00:00
26,5,30,0,0,1.1,64.76,7,0.0,2016,10,2016-10-26 05:30:00
26,6,0,0,0,1.2,64.73,7,0.0,2016,10,2016-10-26 06:00:00
26,6,30,0,0,1.2,64.72,7,0.0,2016,10,2016-10-26 06:30:00
26,7,0,17,0,1.4,64.73,8,1.5952736509999998,2016,10,2016-10-26 07:00:00
26,7,30,39,0,1.6,60.44,9,3.65970521,2016,10,2016-10-26 07:30:00
26,8,0,111,52,1.9,63.78,10,11.82353303,2016,10,2016-10-26 08:00:00
26,8,30,155,120,2.0,59.6,11,18.57963341,2016,10,2016-10-26 08:30:00
26,9,0,182,287,2.3,53.89,12,28.61982781,2016,10,2016-10-26 09:00:00
26,9,30,227,184,2.4,50.41,13,29.74552687,2016,10,2016-10-26 09:30:00
26,10,0,229,369,2.5,45.66,14,40.06687813,2016,10,2016-10-26 10:00:00
26,10,30,222,465,2.6,45.65,14,45.97838474,2016,10,2016-10-26 10:30:00
26,11,0,114,836,2.8,43.07,15,57.61309782,2016,10,2016-10-26 11:00:00
26,11,30,184,659,3.0,43.05,15,55.07962284,2016,10,2016-10-26 11:30:00
26,12,0,287,306,3.4,43.99,15,44.57039327,2016,10,2016-10-26 12:00:00
26,12,30,229,24,3.6,43.98,14,22.89535893,2016,10,2016-10-26 12:30:00
26,13,0,279,164,3.8,45.55,14,34.99987247,2016,10,2016-10-26 13:00:00
26,13,30,256,162,3.5,48.63,13,32.18522308,2016,10,2016-10-26 13:30:00
26,14,0,220,249,3.2,53.23,13,31.99755414,2016,10,2016-10-26 14:00:00
26,14,30,190,112,2.6,56.89,12,22.33284924,2016,10,2016-10-26 14:30:00
26,15,0,108,0,2.0,56.99,12,10.13423411,2016,10,2016-10-26 15:00:00
26,15,30,98,350,1.4,60.94,11,18.29812381,2016,10,2016-10-26 15:30:00
26,16,0,74,91,0.8,65.15,11,8.539124446,2016,10,2016-10-26 16:00:00
26,16,30,36,45,0.6,74.62,9,3.8473824,2016,10,2016-10-26 16:30:00
26,17,0,0,0,0.5,78.52,8,0.0,2016,10,2016-10-26 17:00:00
26,17,30,0,0,0.6,84.16,7,0.0,2016,10,2016-10-26 17:30:00
26,18,0,0,0,0.7,80.44,7,0.0,2016,10,2016-10-26 18:00:00
26,18,30,0,0,0.9,86.26,6,0.0,2016,10,2016-10-26 18:30:00
26,19,0,0,0,1.2,82.69,6,0.0,2016,10,2016-10-26 19:00:00
26,19,30,0,0,1.4,88.72,5,0.0,2016,10,2016-10-26 19:30:00
26,20,0,0,0,1.6,84.5,5,0.0,2016,10,2016-10-26 20:00:00
26,20,30,0,0,1.7,84.5,5,0.0,2016,10,2016-10-26 20:30:00
26,21,0,0,0,1.9,80.9,5,0.0,2016,10,2016-10-26 21:00:00
26,21,30,0,0,2.0,86.86,4,0.0,2016,10,2016-10-26 21:30:00
26,22,0,0,0,2.1,84.04,4,0.0,2016,10,2016-10-26 22:00:00
26,22,30,0,0,2.2,84.02,4,0.0,2016,10,2016-10-26 22:30:00
26,23,0,0,0,2.3,81.86,4,0.0,2016,10,2016-10-26 23:00:00
26,23,30,0,0,2.4,81.84,3,0.0,2016,10,2016-10-26 23:30:00
27,0,0,0,0,2.5,79.45,3,0.0,2016,10,2016-10-27 00:00:00
27,0,30,0,0,2.5,79.44,3,0.0,2016,10,2016-10-27 00:30:00
27,1,0,0,0,2.5,76.27,3,0.0,2016,10,2016-10-27 01:00:00
27,1,30,0,0,2.4,81.91,3,0.0,2016,10,2016-10-27 01:30:00
27,2,0,0,0,2.3,78.97,3,0.0,2016,10,2016-10-27 02:00:00
27,2,30,0,0,2.1,78.95,3,0.0,2016,10,2016-10-27 02:30:00
27,3,0,0,0,2.0,77.59,3,0.0,2016,10,2016-10-27 03:00:00
27,3,30,0,0,1.9,77.57,3,0.0,2016,10,2016-10-27 03:30:00
27,4,0,0,0,1.9,77.49,3,0.0,2016,10,2016-10-27 04:00:00
27,4,30,0,0,1.8,77.47,2,0.0,2016,10,2016-10-27 04:30:00
27,5,0,0,0,1.8,77.91,2,0.0,2016,10,2016-10-27 05:00:00
27,5,30,0,0,1.8,83.73,2,0.0,2016,10,2016-10-27 05:30:00
27,6,0,0,0,1.9,84.28,2,0.0,2016,10,2016-10-27 06:00:00
27,6,30,0,0,2.2,72.99,3,0.0,2016,10,2016-10-27 06:30:00
27,7,0,28,480,2.6,67.7,5,7.132046768,2016,10,2016-10-27 07:00:00
27,7,30,41,665,3.2,63.13,7,15.76523052,2016,10,2016-10-27 07:30:00
27,8,0,79,0,3.9,56.5,9,7.413249015,2016,10,2016-10-27 08:00:00
27,8,30,57,840,3.8,52.77,10,33.21849757,2016,10,2016-10-27 08:30:00
27,9,0,61,888,3.7,40.14,12,41.00611394,2016,10,2016-10-27 09:00:00
27,9,30,141,597,3.7,40.12,12,40.34926543,2016,10,2016-10-27 09:30:00
27,10,0,67,948,3.8,31.59,13,53.57948216,2016,10,2016-10-27 10:00:00
27,10,30,70,964,3.8,31.58,13,57.98970223,2016,10,2016-10-27 10:30:00
27,11,0,69,979,3.9,27.19,14,61.0855683,2016,10,2016-10-27 11:00:00
27,11,30,217,543,4.0,27.17,14,51.32689072,2016,10,2016-10-27 11:30:00
27,12,0,299,135,4.2,25.92,14,35.75053997,2016,10,2016-10-27 12:00:00
27,12,30,272,330,4.4,25.92,13,43.91453178,2016,10,2016-10-27 12:30:00
27,13,0,118,0,4.7,25.48,13,11.07246742,2016,10,2016-10-27 13:00:00
27,13,30,19,0,4.9,27.23,12,1.7828745190000002,2016,10,2016-10-27 13:30:00
27,14,0,170,493,5.1,27.33,12,38.19104891,2016,10,2016-10-27 14:00:00
27,14,30,97,0,5.1,31.26,11,9.10214364,2016,10,2016-10-27 14:30:00
27,15,0,71,0,5.1,35.31,10,6.662467026,2016,10,2016-10-27 15:00:00
27,15,30,109,208,4.8,37.83,9,15.57720679,2016,10,2016-10-27 15:30:00
27,16,0,66,265,4.5,43.45,8,10.88539667,2016,10,2016-10-27 16:00:00
27,16,30,34,173,4.0,46.6,7,4.785873552,2016,10,2016-10-27 16:30:00
27,17,0,0,0,3.6,51.89,6,0.0,2016,10,2016-10-27 17:00:00
27,17,30,0,0,3.4,55.71,5,0.0,2016,10,2016-10-27 17:30:00
27,18,0,0,0,3.2,60.94,4,0.0,2016,10,2016-10-27 18:00:00
27,18,30,0,0,3.0,65.5,3,0.0,2016,10,2016-10-27 18:30:00
27,19,0,0,0,2.8,65.81,3,0.0,2016,10,2016-10-27 19:00:00
27,19,30,0,0,2.5,70.75,2,0.0,2016,10,2016-10-27 19:30:00
27,20,0,0,0,2.2,70.36,2,0.0,2016,10,2016-10-27 20:00:00
27,20,30,0,0,1.8,70.36,1,0.0,2016,10,2016-10-27 20:30:00
27,21,0,0,0,1.5,69.32,1,0.0,2016,10,2016-10-27 21:00:00
27,21,30,0,0,1.4,69.33,0,0.0,2016,10,2016-10-27 21:30:00
27,22,0,0,0,1.3,73.22,0,0.0,2016,10,2016-10-27 22:00:00
27,22,30,0,0,1.2,73.22,0,0.0,2016,10,2016-10-27 22:30:00
27,23,0,0,0,1.1,72.37,0,0.0,2016,10,2016-10-27 23:00:00
27,23,30,0,0,0.9,72.35,0,0.0,2016,10,2016-10-27 23:30:00
28,0,0,0,0,0.8,77.14,0,0.0,2016,10,2016-10-28 00:00:00
28,0,30,0,0,0.7,77.13,0,0.0,2016,10,2016-10-28 00:30:00
28,1,0,0,0,0.6,76.14,0,0.0,2016,10,2016-10-28 01:00:00
28,1,30,0,0,0.6,76.11,0,0.0,2016,10,2016-10-28 01:30:00
28,2,0,0,0,0.7,74.86,-1,0.0,2016,10,2016-10-28 02:00:00
28,2,30,0,0,0.9,74.83,-1,0.0,2016,10,2016-10-28 02:30:00
28,3,0,0,0,1.2,78.13,-1,0.0,2016,10,2016-10-28 03:00:00
28,3,30,0,0,1.2,78.1,-1,0.0,2016,10,2016-10-28 03:30:00
28,4,0,0,0,1.4,74.2,-1,0.0,2016,10,2016-10-28 04:00:00
28,4,30,0,0,1.5,74.18,-1,0.0,2016,10,2016-10-28 04:30:00
28,5,0,0,0,1.7,69.85,-1,0.0,2016,10,2016-10-28 05:00:00
28,5,30,0,0,1.7,69.83,-1,0.0,2016,10,2016-10-28 05:30:00
28,6,0,0,0,1.8,64.9,-1,0.0,2016,10,2016-10-28 06:00:00
28,6,30,0,0,2.0,56.01,0,0.0,2016,10,2016-10-28 06:30:00
28,7,0,33,228,2.2,52.8,1,5.161576537,2016,10,2016-10-28 07:00:00
28,7,30,62,317,2.8,45.73,3,11.44906357,2016,10,2016-10-28 07:30:00
28,8,0,40,784,3.4,37.2,6,23.83578907,2016,10,2016-10-28 08:00:00
28,8,30,47,858,3.6,34.68,7,32.65654894,2016,10,2016-10-28 08:30:00
28,9,0,176,303,3.8,26.93,9,28.43309432,2016,10,2016-10-28 09:00:00
28,9,30,219,222,3.8,25.15,10,30.59104578,2016,10,2016-10-28 09:30:00
28,10,0,251,131,3.8,20.94,11,30.02769036,2016,10,2016-10-28 10:00:00
28,10,30,270,112,3.7,20.93,12,31.34105733,2016,10,2016-10-28 10:30:00
28,11,0,287,219,3.7,19.42,13,39.12897383,2016,10,2016-10-28 11:00:00
28,11,30,287,280,3.7,18.17,13,42.78851815,2016,10,2016-10-28 11:30:00
28,12,0,296,216,3.7,17.08,14,39.97304469,2016,10,2016-10-28 12:00:00
28,12,30,285,110,3.6,17.08,14,32.84170339,2016,10,2016-10-28 12:30:00
28,13,0,252,58,3.6,17.15,15,26.74223596,2016,10,2016-10-28 13:00:00
28,13,30,190,17,3.5,18.31,14,18.67285421,2016,10,2016-10-28 13:30:00
28,14,0,72,0,3.4,18.56,14,6.756007554,2016,10,2016-10-28 14:00:00
28,14,30,25,0,3.0,19.82,13,2.345861741,2016,10,2016-10-28 14:30:00
28,15,0,62,0,2.6,22.89,13,5.817737117,2016,10,2016-10-28 15:00:00
28,15,30,42,0,1.9,26.16,11,3.94113436,2016,10,2016-10-28 15:30:00
28,16,0,36,0,1.2,38.14,10,3.378152295,2016,10,2016-10-28 16:00:00
28,16,30,16,0,1.1,43.74,8,1.501434024,2016,10,2016-10-28 16:30:00
28,17,0,0,0,1.0,45.69,7,0.0,2016,10,2016-10-28 17:00:00
28,17,30,0,0,0.9,49.0,6,0.0,2016,10,2016-10-28 17:30:00
28,18,0,0,0,0.9,48.28,6,0.0,2016,10,2016-10-28 18:00:00
28,18,30,0,0,0.8,51.8,5,0.0,2016,10,2016-10-28 18:30:00
28,19,0,0,0,0.8,51.31,5,0.0,2016,10,2016-10-28 19:00:00
28,19,30,0,0,0.7,51.32,5,0.0,2016,10,2016-10-28 19:30:00
28,20,0,0,0,0.6,51.57,5,0.0,2016,10,2016-10-28 20:00:00
28,20,30,0,0,0.4,51.58,4,0.0,2016,10,2016-10-28 20:30:00
28,21,0,0,0,0.3,51.3,4,0.0,2016,10,2016-10-28 21:00:00
28,21,30,0,0,0.4,51.3,4,0.0,2016,10,2016-10-28 21:30:00
28,22,0,0,0,0.5,49.33,4,0.0,2016,10,2016-10-28 22:00:00
28,22,30,0,0,0.6,52.96,4,0.0,2016,10,2016-10-28 22:30:00
28,23,0,0,0,0.8,54.18,4,0.0,2016,10,2016-10-28 23:00:00
28,23,30,0,0,0.8,58.21,3,0.0,2016,10,2016-10-28 23:30:00
29,0,0,0,0,0.9,59.65,3,0.0,2016,10,2016-10-29 00:00:00
29,0,30,0,0,0.9,59.65,2,0.0,2016,10,2016-10-29 00:30:00
29,1,0,0,0,1.0,60.56,2,0.0,2016,10,2016-10-29 01:00:00
29,1,30,0,0,1.0,65.09,2,0.0,2016,10,2016-10-29 01:30:00
29,2,0,0,0,1.1,65.97,2,0.0,2016,10,2016-10-29 02:00:00
29,2,30,0,0,1.1,65.96,2,0.0,2016,10,2016-10-29 02:30:00
29,3,0,0,0,1.1,67.1,2,0.0,2016,10,2016-10-29 03:00:00
29,3,30,0,0,1.1,67.09,2,0.0,2016,10,2016-10-29 03:30:00
29,4,0,0,0,1.2,67.91,2,0.0,2016,10,2016-10-29 04:00:00
29,4,30,0,0,1.2,67.9,2,0.0,2016,10,2016-10-29 04:30:00
29,5,0,0,0,1.3,68.61,2,0.0,2016,10,2016-10-29 05:00:00
29,5,30,0,0,1.4,68.61,2,0.0,2016,10,2016-10-29 05:30:00
29,6,0,0,0,1.6,68.61,2,0.0,2016,10,2016-10-29 06:00:00
29,6,30,0,0,1.8,63.82,2,0.0,2016,10,2016-10-29 06:30:00
29,7,0,6,0,2.1,61.74,3,0.5630687,2016,10,2016-10-29 07:00:00
29,7,30,15,0,2.5,57.51,4,1.40765628,2016,10,2016-10-29 07:30:00
29,8,0,108,78,3.0,53.83,6,12.10557791,2016,10,2016-10-29 08:00:00
29,8,30,143,247,2.9,50.19,7,21.395670000000006,2016,10,2016-10-29 08:30:00
29,9,0,186,146,2.9,43.68,9,23.178133,2016,10,2016-10-29 09:00:00
29,9,30,213,261,2.2,40.79,10,31.62325898,2016,10,2016-10-29 09:30:00
29,10,0,249,173,1.6,34.77,12,31.90407034,2016,10,2016-10-29 10:00:00
29,10,30,271,194,1.2,32.52,13,35.65709846,2016,10,2016-10-29 10:30:00
29,11,0,254,390,0.8,29.77,14,45.22771724,2016,10,2016-10-29 11:00:00
29,11,30,218,522,1.1,29.75,14,49.73172227,2016,10,2016-10-29 11:30:00
29,12,0,84,929,1.5,27.62,15,59.95890799,2016,10,2016-10-29 12:00:00
29,12,30,260,363,1.8,27.61,15,44.28889605,2016,10,2016-10-29 12:30:00
29,13,0,247,355,2.2,27.79,15,41.84925347,2016,10,2016-10-29 13:00:00
29,13,30,210,421,2.3,29.66,14,40.34837845,2016,10,2016-10-29 13:30:00
29,14,0,200,334,2.5,30.23,14,33.59237089,2016,10,2016-10-29 14:00:00
29,14,30,154,412,2.4,32.29,13,30.40236816,2016,10,2016-10-29 14:30:00
29,15,0,123,12,2.4,33.27,13,11.91697764,2016,10,2016-10-29 15:00:00
29,15,30,102,37,1.8,35.56,11,10.50969163,2016,10,2016-10-29 15:30:00
29,16,0,43,0,1.2,45.75,10,4.035015241,2016,10,2016-10-29 16:00:00
29,16,30,17,0,0.9,52.41,8,1.5952736509999998,2016,10,2016-10-29 16:30:00
29,17,0,0,0,0.6,62.51,7,0.0,2016,10,2016-10-29 17:00:00
29,17,30,0,0,0.5,67.05,6,0.0,2016,10,2016-10-29 17:30:00
29,18,0,0,0,0.4,66.77,6,0.0,2016,10,2016-10-29 18:00:00
29,18,30,0,0,0.5,71.65,5,0.0,2016,10,2016-10-29 18:30:00
29,19,0,0,0,0.6,70.48,5,0.0,2016,10,2016-10-29 19:00:00
29,19,30,0,0,0.7,70.48,5,0.0,2016,10,2016-10-29 19:30:00
29,20,0,0,0,0.8,69.83,5,0.0,2016,10,2016-10-29 20:00:00
29,20,30,0,0,0.8,69.83,4,0.0,2016,10,2016-10-29 20:30:00
29,21,0,0,0,0.9,69.27,4,0.0,2016,10,2016-10-29 21:00:00
29,21,30,0,0,0.8,74.35,4,0.0,2016,10,2016-10-29 21:30:00
29,22,0,0,0,0.8,74.47,4,0.0,2016,10,2016-10-29 22:00:00
29,22,30,0,0,0.8,74.46,4,0.0,2016,10,2016-10-29 22:30:00
29,23,0,0,0,0.8,74.87,4,0.0,2016,10,2016-10-29 23:00:00
29,23,30,0,0,0.8,74.87,4,0.0,2016,10,2016-10-29 23:30:00
30,0,0,0,0,0.8,75.79,4,0.0,2016,10,2016-10-30 00:00:00
30,0,30,0,0,0.8,75.78,4,0.0,2016,10,2016-10-30 00:30:00
30,1,0,0,0,0.9,77.28,4,0.0,2016,10,2016-10-30 01:00:00
30,1,30,0,0,0.9,77.27,3,0.0,2016,10,2016-10-30 01:30:00
30,2,0,0,0,1.0,79.19,3,0.0,2016,10,2016-10-30 02:00:00
30,2,30,0,0,1.1,85.08,3,0.0,2016,10,2016-10-30 02:30:00
30,3,0,0,0,1.3,88.36,3,0.0,2016,10,2016-10-30 03:00:00
30,3,30,0,0,1.5,88.38,3,0.0,2016,10,2016-10-30 03:30:00
30,4,0,0,0,1.7,92.84,3,0.0,2016,10,2016-10-30 04:00:00
30,4,30,0,0,2.3,92.85,3,0.0,2016,10,2016-10-30 04:30:00
30,5,0,0,0,3.0,96.4,3,0.0,2016,10,2016-10-30 05:00:00
30,5,30,0,0,3.1,96.41,2,0.0,2016,10,2016-10-30 05:30:00
30,6,0,0,0,3.2,97.94,2,0.0,2016,10,2016-10-30 06:00:00
30,6,30,0,0,3.3,97.97,2,0.0,2016,10,2016-10-30 06:30:00
30,7,0,21,0,3.5,98.84,3,1.970740451,2016,10,2016-10-30 07:00:00
30,7,30,52,0,4.0,98.86,3,4.879928736,2016,10,2016-10-30 07:30:00
30,8,0,61,0,4.5,92.5,4,5.724468872,2016,10,2016-10-30 08:00:00
30,8,30,12,0,4.9,86.17,4,1.126125024,2016,10,2016-10-30 08:30:00
30,9,0,106,0,5.3,76.75,5,9.947328386,2016,10,2016-10-30 09:00:00
30,9,30,137,1,5.4,76.75,6,12.95015312,2016,10,2016-10-30 09:30:00
30,10,0,168,9,5.5,66.75,7,16.23443381,2016,10,2016-10-30 10:00:00
30,10,30,144,3,5.4,66.74,7,13.70073605,2016,10,2016-10-30 10:30:00
30,11,0,100,0,5.3,58.99,8,9.38396265,2016,10,2016-10-30 11:00:00
30,11,30,91,0,5.1,58.96,8,8.539406012,2016,10,2016-10-30 11:30:00
30,12,0,174,8,4.9,53.27,9,16.79710853,2016,10,2016-10-30 12:00:00
30,12,30,100,0,4.6,53.25,9,9.383859512999999,2016,10,2016-10-30 12:30:00
30,13,0,138,2,4.4,48.81,9,13.04356472,2016,10,2016-10-30 13:00:00
30,13,30,116,0,4.1,48.8,9,10.88527703,2016,10,2016-10-30 13:30:00
30,14,0,60,0,3.8,48.11,9,5.630315708,2016,10,2016-10-30 14:00:00
30,14,30,179,90,3.4,51.5,9,20.17529795,2016,10,2016-10-30 14:30:00
30,15,0,22,0,3.0,50.6,9,2.064449093,2016,10,2016-10-30 15:00:00
30,15,30,16,0,2.3,54.2,8,1.501434024,2016,10,2016-10-30 15:30:00
30,16,0,39,628,1.6,56.21,7,13.98225802,2016,10,2016-10-30 16:00:00
30,16,30,25,428,0.9,64.6,5,5.724405957999999,2016,10,2016-10-30 16:30:00
30,17,0,0,0,0.3,64.99,4,0.0,2016,10,2016-10-30 17:00:00
30,17,30,0,0,0.5,69.78,3,0.0,2016,10,2016-10-30 17:30:00
30,18,0,0,0,0.8,71.92,3,0.0,2016,10,2016-10-30 18:00:00
30,18,30,0,0,1.1,77.31,2,0.0,2016,10,2016-10-30 18:30:00
30,19,0,0,0,1.5,73.57,1,0.0,2016,10,2016-10-30 19:00:00
30,19,30,0,0,1.7,73.56,1,0.0,2016,10,2016-10-30 19:30:00
30,20,0,0,0,2.0,67.41,1,0.0,2016,10,2016-10-30 20:00:00
30,20,30,0,0,2.1,67.4,1,0.0,2016,10,2016-10-30 20:30:00
30,21,0,0,0,2.2,60.17,1,0.0,2016,10,2016-10-30 21:00:00
30,21,30,0,0,2.3,60.17,0,0.0,2016,10,2016-10-30 21:30:00
30,22,0,0,0,2.4,54.53,0,0.0,2016,10,2016-10-30 22:00:00
30,22,30,0,0,2.4,54.53,0,0.0,2016,10,2016-10-30 22:30:00
30,23,0,0,0,2.4,53.03,0,0.0,2016,10,2016-10-30 23:00:00
30,23,30,0,0,2.5,53.02,0,0.0,2016,10,2016-10-30 23:30:00
31,0,0,0,0,2.8,56.14,1,0.0,2016,10,2016-10-31 00:00:00
31,0,30,0,0,3.0,56.14,1,0.0,2016,10,2016-10-31 00:30:00
31,1,0,0,0,3.2,60.87,1,0.0,2016,10,2016-10-31 01:00:00
31,1,30,0,0,3.4,60.89,1,0.0,2016,10,2016-10-31 01:30:00
31,2,0,0,0,3.7,64.98,1,0.0,2016,10,2016-10-31 02:00:00
31,2,30,0,0,4.0,65.0,1,0.0,2016,10,2016-10-31 02:30:00
31,3,0,0,0,4.3,67.73,2,0.0,2016,10,2016-10-31 03:00:00
31,3,30,0,0,4.3,67.75,2,0.0,2016,10,2016-10-31 03:30:00
31,4,0,0,0,4.4,69.18,2,0.0,2016,10,2016-10-31 04:00:00
31,4,30,0,0,4.3,69.2,2,0.0,2016,10,2016-10-31 04:30:00
31,5,0,0,0,4.2,70.6,2,0.0,2016,10,2016-10-31 05:00:00
31,5,30,0,0,4.0,70.62,2,0.0,2016,10,2016-10-31 05:30:00
31,6,0,0,0,3.8,72.4,2,0.0,2016,10,2016-10-31 06:00:00
31,6,30,0,0,4.0,67.38,3,0.0,2016,10,2016-10-31 06:30:00
31,7,0,23,496,4.2,66.19,4,6.1936876320000005,2016,10,2016-10-31 07:00:00
31,7,30,35,688,4.5,61.67,5,14.63946442,2016,10,2016-10-31 07:30:00
31,8,0,43,797,4.8,57.3,7,23.55400513,2016,10,2016-10-31 08:00:00
31,8,30,49,864,5.0,53.48,8,31.99931264,2016,10,2016-10-31 08:30:00
31,9,0,54,907,5.2,47.13,10,39.5994519,2016,10,2016-10-31 09:00:00
31,9,30,57,936,4.8,44.05,11,46.26141046,2016,10,2016-10-31 09:30:00
31,10,0,61,954,4.4,40.02,12,51.70336105,2016,10,2016-10-31 10:00:00
31,10,30,62,967,3.8,37.44,13,55.83150943,2016,10,2016-10-31 10:30:00
31,11,0,63,977,3.3,34.76,14,58.64589891,2016,10,2016-10-31 11:00:00
31,11,30,63,980,2.8,34.75,14,60.05340048,2016,10,2016-10-31 11:30:00
31,12,0,63,978,2.4,32.7,15,59.86507559,2016,10,2016-10-31 12:00:00
31,12,30,63,972,2.2,32.7,15,58.26992467,2016,10,2016-10-31 12:30:00
31,13,0,62,959,2.1,31.06,16,55.26668017,2016,10,2016-10-31 13:00:00
31,13,30,60,942,2.3,31.06,16,50.85660552,2016,10,2016-10-31 13:30:00
31,14,0,55,922,2.5,32.01,16,45.22672299,2016,10,2016-10-31 14:00:00
